pageid,title,protection_status,number_of_views,number_of_edits
210472,Pancake,autoconfirmed;sysop,,
2105573,KV9,autoconfirmed;autoconfirmed,,
21069417,Egyptian mythology,autoconfirmed;sysop,,
21101073,UFC 100,autoconfirmed;autoconfirmed,,
2110323,Rihanna,autoconfirmed;autoconfirmed,,
21111,Nicolas Cage,autoconfirmed;autoconfirmed,,
211112,Philadelphia University,autoconfirmed;autoconfirmed,,
21114,NASCAR,autoconfirmed;sysop,,
21116845,Conficker,autoconfirmed;autoconfirmed,,
21119883,Bear in the Big Blue House,autoconfirmed;sysop,,
21120,Neuron,autoconfirmed;autoconfirmed,,
2112961,List of gay; lesbian or bisexual people,autoconfirmed;autoconfirmed,,
21131940,Don Murphy,autoconfirmed;sysop,,
21132240,Teeth (film),autoconfirmed;sysop,,
21132373,Jeff Goldblum,autoconfirmed;autoconfirmed,,
21133,NATO,autoconfirmed;sysop,,
2113568,Lizo Mzimba,autoconfirmed;autoconfirmed,,
2113653,Bastian Schweinsteiger,autoconfirmed;autoconfirmed,,
21139,North America,autoconfirmed;sysop,,
211430,Sexual attraction,autoconfirmed;sysop,,
211518,Warren Buffett,autoconfirmed;sysop,,
21162104,Stephan El Shaarawy,autoconfirmed;autoconfirmed,,
21164,Drug policy of the Netherlands,autoconfirmed;autoconfirmed,,
21171161,The Biggest Winner,autoconfirmed;autoconfirmed,,
21175,Nitrogen,autoconfirmed;sysop,,
211788,Royal family,autoconfirmed;autoconfirmed,,
21180,Natural Born Killers,autoconfirmed,,
2118127,Loser,autoconfirmed;sysop,,
21185149,List of The Mighty B! characters,autoconfirmed;autoconfirmed,,
21185792,Zaskia Adya Mecca,autoconfirmed,,
2119076,KV19,autoconfirmed;autoconfirmed,,
2119174,Effects of global warming,autoconfirmed;autoconfirmed,,
21197,Nintendo,autoconfirmed;sysop,,
21208368,Pumpkin,autoconfirmed;sysop,,
21210,Niels Bohr,autoconfirmed,,
21211,National Football League,autoconfirmed;sysop,,
21212,Nazi Germany,autoconfirmed;sysop,,
21213425,Dialogic Inc.,autoconfirmed,,
21217,Native Americans in the United States,autoconfirmed;sysop,,
21217291,List of Palestinian rocket attacks on Israel; 2009,extendedconfirmed;extendedconfirmed,,
212187,John Mayer,autoconfirmed;autoconfirmed,,
21222213,Robert Burns,autoconfirmed,,
21234593,Alex Salmond,autoconfirmed;autoconfirmed,,
21239124,Most Holy Family Monastery,autoconfirmed;autoconfirmed,,
21244,Nile,autoconfirmed;sysop,,
21244432,List of largest stars,autoconfirmed;sysop,,
21247,Neil Armstrong,autoconfirmed;autoconfirmed,,
212472,Alex Rodriguez,autoconfirmed;sysop,,
21255,North Korea,autoconfirmed;sysop,,
21257284,Andy Slater,autoconfirmed;autoconfirmed,,
21265,Northern Ireland,autoconfirmed;sysop,,
2127805,Deron Williams,autoconfirmed;autoconfirmed,,
21281502,Gun,autoconfirmed;sysop,,
21285632,Pearl Harbor,autoconfirmed;sysop,,
212860,Macaulay Culkin,autoconfirmed;autoconfirmed,,
2129,Arizona Diamondbacks,autoconfirmed,,
212907,Killswitch Engage,autoconfirmed;autoconfirmed,,
21294852,Pony,autoconfirmed;sysop,,
21299730,Lemon,autoconfirmed;sysop,,
21300173,Raygun,autoconfirmed;autoconfirmed,,
21300993,List of Diary of a Wimpy Kid characters,autoconfirmed;autoconfirmed,,
2130120,Cory Booker,autoconfirmed;sysop,,
21304243,Hanged; drawn and quartered,autoconfirmed;sysop,,
21305887,Hag,autoconfirmed;sysop,,
21307011,Ana Kasparian,autoconfirmed;autoconfirmed,,
21311313,List of emoticons,autoconfirmed,,
21323216,Herpes simplex,autoconfirmed;autoconfirmed,,
21327279,Percy Jackson,autoconfirmed,,
213401,No Man's Land (2001 film),autoconfirmed;autoconfirmed,,
2134373,Television in Sri Lanka,autoconfirmed;autoconfirmed,,
21347657,Authoritarianism,autoconfirmed;sysop,,
213497,Caucasian Albania,autoconfirmed;autoconfirmed,,
21355047,Gustav Geley,autoconfirmed;autoconfirmed,,
213607,History of the telescope,autoconfirmed;autoconfirmed,,
21362344,Marion Sandler,autoconfirmed;autoconfirmed,,
21373,Niger,autoconfirmed;sysop,,
21377045,Rick Ross,autoconfirmed;sysop,,
21377251,United States presidential election; 2016,autoconfirmed;sysop,,
21378368,Bisexuality,autoconfirmed,,
21383,Nigeria,autoconfirmed;sysop,,
2139688,Doberman Pinscher,autoconfirmed;autoconfirmed,,
21402710,The Game (mind game),autoconfirmed;sysop,,
2140387,List of programs broadcast by Disney Channel,autoconfirmed;autoconfirmed,,
214049,Bagel,autoconfirmed;sysop,,
21422123,Cassie Ventura discography,autoconfirmed;autoconfirmed,,
2142290,True Buddha School,autoconfirmed;autoconfirmed,,
21438242,Lava,autoconfirmed;sysop,,
2144,Aaliyah,autoconfirmed;sysop,,
21442,Necronomicon,autoconfirmed;autoconfirmed,,
214478,Michel Platini,autoconfirmed;autoconfirmed,,
214502,Beautiful,autoconfirmed;autoconfirmed,,
21451980,Luke Smith (writer),autoconfirmed;autoconfirmed,,
214536,The Zionist Occupation Government conspiracy theory,autoconfirmed;autoconfirmed,,
2145410,List of Super Bowl champions,autoconfirmed;autoconfirmed,,
21456098,21st Century Breakdown,autoconfirmed;autoconfirmed,,
21466444,Drake (rapper),autoconfirmed,,
21469584,Internet pornography,autoconfirmed;autoconfirmed,,
21472333,List of Kid vs. Kat episodes,autoconfirmed,,
21473,Nikola Tesla,autoconfirmed;sysop,,
21474,Natural number,autoconfirmed;sysop,,
2147577,NVFC,autoconfirmed;autoconfirmed,,
21476402,Carl Hewitt,autoconfirmed;sysop,,
21476519,Ramesses II,autoconfirmed;sysop,,
21476593,Pompeii,autoconfirmed;sysop,,
21476772,Vedic period,autoconfirmed,,
2147769,NESARA,autoconfirmed,,
21478931,Pee,autoconfirmed;sysop,,
21487063,Varangians,autoconfirmed;sysop,,
21488,Nanotechnology,autoconfirmed;sysop,,
21490957,Thomas Aquinas,autoconfirmed;sysop,,
21491730,Judea,autoconfirmed;sysop,,
21492751,Nelson Mandela,autoconfirmed;sysop,,
21496243,VeggieTales,autoconfirmed;sysop,,
21499093,List of German inventions and discoveries,autoconfirmed;autoconfirmed,,
21501511,Adam Lambert,autoconfirmed;sysop,,
2150841,Lionel Messi,autoconfirmed;sysop,,
21514028,Irony,autoconfirmed;autoconfirmed,,
21514643,Sanju Pass,autoconfirmed;autoconfirmed,,
21535282,Jake McGee,autoconfirmed;autoconfirmed,,
2154,African Americans,autoconfirmed;autoconfirmed,,
21552009,Aisha,autoconfirmed;autoconfirmed,,
2155384,Currier House (Harvard College),autoconfirmed;autoconfirmed,,
215554,Usher (singer),autoconfirmed;sysop,,
21555729,Film,autoconfirmed;sysop,,
2155954,Sogod; Southern Leyte,autoconfirmed;autoconfirmed,,
215623,Communist state,autoconfirmed;sysop,,
21566,Noam Chomsky,autoconfirmed;sysop,,
215670,Lil' Kim,autoconfirmed;sysop,,
2157619,Disney Television Animation,autoconfirmed,,
2158862,KV2,autoconfirmed;autoconfirmed,,
21588878,Ian Peres,autoconfirmed;autoconfirmed,,
215915,William Clark,autoconfirmed;sysop,,
21592,Netball,autoconfirmed,,
216017,Metal Gear Solid,autoconfirmed;autoconfirmed,,
21615,Nostradamus,autoconfirmed;sysop,,
21617375,Kallar (caste),autoconfirmed,,
21619,List of multi-level marketing companies,autoconfirmed;autoconfirmed,,
21642596,William C. Rader,autoconfirmed;autoconfirmed,,
21648,New Jersey,autoconfirmed;sysop,,
2165720,Scott Hartnell,autoconfirmed,,
2170524,Calpernia Addams,autoconfirmed;sysop,,
2170918,Desert Wind,autoconfirmed;autoconfirmed,,
2170969,Supernatural (U.S. TV series),autoconfirmed,,
21713373,Seth Curry,autoconfirmed,,
2171614,Misha Collins,autoconfirmed;autoconfirmed,,
21719,New England Patriots,autoconfirmed;sysop,,
21733854,Kim Jae-joong,autoconfirmed;autoconfirmed,,
21736,Nazi Party,autoconfirmed;autoconfirmed,,
2174,Arsenal F.C.,autoconfirmed;sysop,,
21748099,Red Scare Industries,autoconfirmed;autoconfirmed,,
217536,UK Independence Party,autoconfirmed;sysop,,
21754540,Herpes labialis,autoconfirmed;autoconfirmed,,
2176,Ahmad Shah Massoud,autoconfirmed;autoconfirmed,,
21768554,Roxana Saberi,autoconfirmed;autoconfirmed,,
21770776,Huckleberry Island,autoconfirmed;autoconfirmed,,
2177376,Britney Spears discography,autoconfirmed;sysop,,
2178,Atlantis,autoconfirmed;sysop,,
21785,Nuclear weapon,autoconfirmed;sysop,,
2179398,Bear Grylls,autoconfirmed;autoconfirmed,,
21811584,Richard Owen,autoconfirmed;autoconfirmed,,
21814770,Langston Hughes,autoconfirmed;sysop,,
21818682,Celia Ammerman,autoconfirmed;autoconfirmed,,
21818853,Teyona Anderson,autoconfirmed;autoconfirmed,,
218238,Rob Schneider,autoconfirmed;autoconfirmed,,
21828171,Edward Nottingham,autoconfirmed;autoconfirmed,,
21833269,Matt Lambros,autoconfirmed;autoconfirmed,,
21838352,League of Legends,autoconfirmed;autoconfirmed,,
2184033,Carlos Mencia,autoconfirmed;autoconfirmed,,
2186661,Jalpaiguri,autoconfirmed;autoconfirmed,,
21868967,Morgellons,autoconfirmed;autoconfirmed,,
218754,Fly fishing,autoconfirmed;autoconfirmed,,
21881809,Kylie Jenner,autoconfirmed;autoconfirmed,,
21889339,List of marine biologists,autoconfirmed;autoconfirmed,,
218947,Derek Jeter,autoconfirmed,,
21920093,Flavio Herrera,autoconfirmed;autoconfirmed,,
2192182,Daniel Razon,autoconfirmed;autoconfirmed,,
21934506,Notak Bhakkar,autoconfirmed;autoconfirmed,,
21944,Nervous system,autoconfirmed;sysop,,
21950,Khyber Pakhtunkhwa,autoconfirmed;sysop,,
21951832,Nikam,autoconfirmed;autoconfirmed,,
21953666,Muthappa Rai,autoconfirmed;autoconfirmed,,
21954852,Agni Shridhar,autoconfirmed;autoconfirmed,,
219570,Jacques Tits,autoconfirmed;autoconfirmed,,
219590,Tit,autoconfirmed;autoconfirmed,,
2196157,Wendy James,autoconfirmed;autoconfirmed,,
21975103,Brazil–Israel relations,autoconfirmed,,
2198290,Harold Camping,autoconfirmed;autoconfirmed,,
2198844,Allies of World War II,autoconfirmed;sysop,,
2199640,Andrew Landeryou,autoconfirmed;autoconfirmed,,
220156,List of Roman Catholic basilicas,autoconfirmed;autoconfirmed,,
220160,Thierry Henry,autoconfirmed;sysop,,
22026602,List of inventors killed by their own inventions,autoconfirmed;sysop,,
22026958,Andrea James,autoconfirmed;sysop,,
22046871,Jonesing,sysop;sysop,,
2204744,Michelle Obama,autoconfirmed;sysop,,
22048328,Robin van Persie,autoconfirmed;autoconfirmed,,
22050,North American Free Trade Agreement,autoconfirmed,,
22055,Neil Gaiman,autoconfirmed;autoconfirmed,,
22075903,Federal-Aid Highway Amendments of 1974,autoconfirmed,,
22079091,Rod Dreher,autoconfirmed;sysop,,
2208,Arctic fox,autoconfirmed;sysop,,
2208048,Tweet,autoconfirmed;autoconfirmed,,
22093,National Basketball Association,autoconfirmed;sysop,,
2210424,Renée Richards,autoconfirmed;autoconfirmed,,
2211090,Sinigang,autoconfirmed;autoconfirmed,,
22114132,The Avengers (2012 film),autoconfirmed;autoconfirmed,,
221151,Bengal tiger,autoconfirmed;autoconfirmed,,
2211870,Sasha Pieterse,autoconfirmed,,
221220,Far-right politics,autoconfirmed;autoconfirmed,,
2212294,Lindsay Fox,autoconfirmed;autoconfirmed,,
2213065,Bullet for My Valentine,autoconfirmed;autoconfirmed,,
22130865,Heleen Mees,autoconfirmed;sysop,,
22149909,Ludewala,autoconfirmed;autoconfirmed,,
22153,Nuclear power,autoconfirmed,,
22153125,Mato Grubisic,autoconfirmed;autoconfirmed,,
22177843,Vic Fuentes,autoconfirmed;autoconfirmed,,
22178705,Ben 10: Ultimate Alien,autoconfirmed,,
22186146,Create Project,autoconfirmed;autoconfirmed,,
22194,Operating system,autoconfirmed;sysop,,
22199,Ohio,autoconfirmed;sysop,,
22203,Organic compound,autoconfirmed;autoconfirmed,,
22212156,Yadav,autoconfirmed,,
2222181,Warsawpack,autoconfirmed;autoconfirmed,,
22228064,Parkinson's disease,autoconfirmed;autoconfirmed,,
2222924,Bert Cooper,autoconfirmed;autoconfirmed,,
22235555,Sanaya Irani,autoconfirmed;autoconfirmed,,
2223903,Dermatophytosis,autoconfirmed,,
222417,A. R. Rahman,autoconfirmed;autoconfirmed,,
222461,Whore (disambiguation),autoconfirmed;sysop,,
2225094,Talim,autoconfirmed;autoconfirmed,,
2226901,La Paz; Honduras,autoconfirmed;autoconfirmed,,
222789,Lata Mangeshkar,autoconfirmed;autoconfirmed,,
22297460,Walkin' on the Moon,autoconfirmed;autoconfirmed,,
22303,Oxygen,autoconfirmed;sysop,,
223034,Booby,autoconfirmed,,
223124,List of geographers,autoconfirmed;autoconfirmed,,
22312855,Responsibility for the Russo-Georgian War,autoconfirmed;autoconfirmed,,
223204,Emperor penguin,autoconfirmed;autoconfirmed,,
22328666,Death of Ian Tomlinson,autoconfirmed,,
223289,Bukkake,autoconfirmed,,
22351023,Shia Islam in Pakistan,autoconfirmed;autoconfirmed,,
22361242,The Real Housewives of New Jersey,autoconfirmed;autoconfirmed,,
2236472,Transformers (film),autoconfirmed;sysop,,
2237587,Italic peoples,autoconfirmed;autoconfirmed,,
22378444,Susan Boyle,autoconfirmed;sysop,,
2237869,Pete Wentz,autoconfirmed;sysop,,
22388597,List of Phineas and Ferb characters,autoconfirmed;autoconfirmed,,
22407180,Tig Notaro,autoconfirmed;autoconfirmed,,
22407875,UFC 108,autoconfirmed;autoconfirmed,,
22409046,Omegle,autoconfirmed;autoconfirmed,,
22411898,Sonakshi Sinha,autoconfirmed;autoconfirmed,,
2242228,Periyar (river),autoconfirmed,,
22433,Orangutan,autoconfirmed;sysop,,
2243595,Sati,autoconfirmed;autoconfirmed,,
224416,Yi Sun-sin,autoconfirmed;autoconfirmed,,
22467286,Ulladan,autoconfirmed;autoconfirmed,,
22468,Osama bin Laden,autoconfirmed;sysop,,
22480824,List of Brahmins,autoconfirmed;autoconfirmed,,
22486915,List of Nadars,autoconfirmed;autoconfirmed,,
22488105,East Pen Island,autoconfirmed;autoconfirmed,,
2249267,Tallaght Stadium,autoconfirmed;autoconfirmed,,
225038,HI,autoconfirmed;sysop,,
225046,Me,autoconfirmed;autoconfirmed,,
2250854,Hedo Türkoğlu,autoconfirmed;autoconfirmed,,
22529,Onomatopoeia,autoconfirmed;autoconfirmed,,
2253068,Bully (disambiguation),autoconfirmed;autoconfirmed,,
22534076,Fulton-Nassau Historic District,autoconfirmed;autoconfirmed,,
2253993,Bad Boys Blue,autoconfirmed;sysop,,
2254385,SK Gaming,autoconfirmed,,
22546,Orgasm,autoconfirmed;sysop,,
22562067,Schwag,autoconfirmed;autoconfirmed,,
22562616,Linewatch,autoconfirmed,,
22570683,Nicki Minaj,autoconfirmed;autoconfirmed,,
22576,Olympic Games,autoconfirmed;sysop,,
22577814,The Political Cesspool,autoconfirmed;sysop,,
225891,Kamma (caste),autoconfirmed;autoconfirmed,,
2259060,National Highway System (United States),autoconfirmed,,
22595,Ore,autoconfirmed,,
2260420,Military Assistance Command; Vietnam – Studies and Observations Group,autoconfirmed;autoconfirmed,,
2260887,Politics of global warming,autoconfirmed;autoconfirmed,,
22634777,The Biggest Loser UK (series 3),autoconfirmed;autoconfirmed,,
2265133,Retardation,autoconfirmed;autoconfirmed,,
2265561,Blake Lively,autoconfirmed;autoconfirmed,,
22669899,Cunnilingus,autoconfirmed;autoconfirmed,,
22676,Oxfordian theory of Shakespeare authorship,autoconfirmed;autoconfirmed,,
2268744,Brentwood College School,autoconfirmed;autoconfirmed,,
22692116,Ben Sherwood,autoconfirmed;autoconfirmed,,
22705211,Southsound Radio,autoconfirmed,,
2270846,Angel Locsin,autoconfirmed;sysop,,
22709,Okapi,autoconfirmed;sysop,,
22711712,Vidyā,autoconfirmed,,
227134,Robert B. Dickey,autoconfirmed;autoconfirmed,,
22722,Otaku,autoconfirmed;autoconfirmed,,
2273,AFC Ajax,autoconfirmed;autoconfirmed,,
2273029,Alex Kerr (Japanologist),autoconfirmed;autoconfirmed,,
22734752,Imia/Kardak,autoconfirmed,,
2273561,PBS Kids,autoconfirmed,,
22742,Ötzi,autoconfirmed;sysop,,
22745860,Roger Federer career statistics,autoconfirmed,,
2275415,KV11,autoconfirmed;autoconfirmed,,
22754875,Tea Party movement,autoconfirmed;autoconfirmed,,
2275990,Benedict Cumberbatch,autoconfirmed;autoconfirmed,,
2276321,Perizaad Zorabian,autoconfirmed;autoconfirmed,,
22765398,Ruckersville; Virginia,autoconfirmed;sysop,,
2276745,A Current Affair,autoconfirmed,,
227696,Luciano Pavarotti,autoconfirmed;sysop,,
22780,Octopus,autoconfirmed;sysop,,
22782090,The Daily Eastern News,autoconfirmed,,
22785154,Jane Thornthwaite,autoconfirmed;autoconfirmed,,
2279619,Criss Angel,autoconfirmed,,
22798656,Yusuf Güney,autoconfirmed;autoconfirmed,,
22807269,Bisen,autoconfirmed;autoconfirmed,,
22809270,Same-sex marriage in New England,autoconfirmed;autoconfirmed,,
2281943,American Youth Philharmonic Orchestras,autoconfirmed;autoconfirmed,,
22855088,James I. Mestrovitch,autoconfirmed,,
22857478,List of High School Musical characters,autoconfirmed;autoconfirmed,,
228613,Starfish,autoconfirmed;autoconfirmed,,
228638,Ray Romano,autoconfirmed;autoconfirmed,,
22884290,Kate Ramsay,autoconfirmed;autoconfirmed,,
2289648,Windows Vista,autoconfirmed;sysop,,
22903798,Dancing with the Stars (U.S. season 9),autoconfirmed;autoconfirmed,,
22904412,Finnish heritage disease,autoconfirmed;autoconfirmed,,
22908578,Twaddle Mansion,autoconfirmed,,
2291250,Kipper the Dog,autoconfirmed;autoconfirmed,,
22918,Paramount Pictures,autoconfirmed;sysop,,
22921,Psychology,autoconfirmed;sysop,,
229257,Lyndon LaRouche,autoconfirmed;autoconfirmed,,
22936,Poland,autoconfirmed;sysop,,
2293759,Sonia Fowler,autoconfirmed;autoconfirmed,,
22939,Physics,autoconfirmed;sysop,,
229447,Armenian Apostolic Church,autoconfirmed;autoconfirmed,,
22946653,Shraddha Kapoor,autoconfirmed;sysop,,
22948,Poseidon,autoconfirmed;autoconfirmed,,
22951393,Wrong Side of Town,autoconfirmed,,
22954,Plato,autoconfirmed;sysop,,
22962745,List of Indian Premier League records and statistics,autoconfirmed;autoconfirmed,,
2296369,LDU Quito,autoconfirmed;autoconfirmed,,
2299922,List of Disney Channel Original Movies,autoconfirmed;autoconfirmed,,
23001982,CL (singer),autoconfirmed;autoconfirmed,,
23019780,Lehár (surname),autoconfirmed;autoconfirmed,,
2302094,Salcedo; Ecuador,autoconfirmed;autoconfirmed,,
23023288,Road signs in Iran,autoconfirmed;autoconfirmed,,
23027781,List of Presidents of Bangladesh,autoconfirmed;autoconfirmed,,
2303174,Ice Age: The Meltdown,autoconfirmed;autoconfirmed,,
2304582,Rupert Graves,autoconfirmed,,
230461,Qadiani,autoconfirmed,,
23047813,Halo: Reach,autoconfirmed,,
23048428,Kinect,autoconfirmed;autoconfirmed,,
23053,Periodic table,autoconfirmed;sysop,,
23056,Pope,autoconfirmed;sysop,,
23059,Passover,autoconfirmed;autoconfirmed,,
2306618,Rochester Lourdes High School,autoconfirmed;autoconfirmed,,
23089224,America's Next Top Model (cycle 13),autoconfirmed;autoconfirmed,,
23101663,Gautam Rode,autoconfirmed;autoconfirmed,,
23103044,Ashleigh Brewer,autoconfirmed,,
231234,Holy Wood (In the Shadow of the Valley of Death),autoconfirmed;autoconfirmed,,
2312405,Anna Bligh,autoconfirmed;autoconfirmed,,
23140636,Paul Nuttall,autoconfirmed,,
23146981,Beth Shak,autoconfirmed;autoconfirmed,,
23166227,Kumar Vishwas,autoconfirmed,,
23173104,2010 FIFA World Cup broadcasting rights,autoconfirmed;autoconfirmed,,
23185374,HuHot Mongolian Grill,autoconfirmed;autoconfirmed,,
23192800,WEX Inc.,autoconfirmed;autoconfirmed,,
23200566,Drop bear,autoconfirmed;autoconfirmed,,
23202689,Māori people,autoconfirmed;autoconfirmed,,
2320524,Black or White,autoconfirmed;autoconfirmed,,
2321,Area 51,autoconfirmed;sysop,,
23214678,Ryan Higa,autoconfirmed,,
232190,Naruto,autoconfirmed,,
2322017,Defense of the Ancients,autoconfirmed;autoconfirmed,,
23221,Playboy,autoconfirmed;autoconfirmed,,
232216,Bloods,autoconfirmed;sysop,,
23233483,Aristo Sham,autoconfirmed;autoconfirmed,,
23235,Pakistan,autoconfirmed;sysop,,
2323727,Ellen Page,autoconfirmed;autoconfirmed,,
2324040,Sperm,autoconfirmed;sysop,,
23243880,Lance Armstrong,autoconfirmed;sysop,,
2324694,Patrick Stump,autoconfirmed;sysop,,
2325781,Frank Morris (prisoner),autoconfirmed;autoconfirmed,,
2326606,Jerk,autoconfirmed;sysop,,
23267,Palestinians,autoconfirmed;sysop,,
23270459,Inception,autoconfirmed,,
23275,Pythagoras,autoconfirmed;sysop,,
2328009,Starwood Festival,autoconfirmed;autoconfirmed,,
23294,Pharaoh,autoconfirmed;autoconfirmed,,
23295,Printing press,autoconfirmed;autoconfirmed,,
23303213,Bir; Himachal Pradesh,autoconfirmed;autoconfirmed,,
23306833,Gobi Desert,autoconfirmed;autoconfirmed,,
2330988,Flushed Away,autoconfirmed;autoconfirmed,,
23315,Physician,autoconfirmed;autoconfirmed,,
23316260,Missionary Man (film),autoconfirmed,,
23318,Phosphorus,autoconfirmed;autoconfirmed,,
23324667,Victor Ponta,autoconfirmed;autoconfirmed,,
23326477,The Biggest Loser UK (series 1),autoconfirmed;autoconfirmed,,
23328622,Juliano Mer-Khamis,autoconfirmed;sysop,,
23330632,Greenfinger,sysop;sysop,,
23338,Pittsburgh Steelers,autoconfirmed;autoconfirmed,,
23340,Paganism,autoconfirmed;autoconfirmed,,
233478,Jackalope,autoconfirmed,,
2335,Adamic language,autoconfirmed;autoconfirmed,,
23359893,Cunt (disambiguation),autoconfirmed;autoconfirmed,,
23362908,Charles Cornwallis; 1st Marquess Cornwallis,autoconfirmed,,
2336561,Spanish Mastiff,autoconfirmed;autoconfirmed,,
